demand_id,population
1101053010001,298.774405555556
1101053010002,1838.45885
1101053010003,1932.30298888889
1101053010004,2087.94743888889
1101053010005,1292.33404444444
1101053010006,329.465172222222
1101053020001,2854.09834444444
1101053020002,21212.7706222222
1101053020003,312.015944444445
1101053020004,2685.69122222222
1101053020301,62.5189
1101053020302,74.7968611111111
1101053020303,120.573255555556
1101053020304,426.392538888889
1101053020501,126.22015
1101053020701,1609.27892222222
1101053020801,1490.9058
1101054010001,3032.17128888889
1101054010002,2533.7501
1101054010003,306.153416666667
1101054010004,1329.52784444444
1101054010005,676.385638888889
1101055010001,768.470677777778
1101055010002,183.065466666667
1101055010003,174.111016666667
1101055010004,2809.15813888889
1101055010005,913.37135
1101055010006,719.417883333333
1101055020001,728.91865
1101055020002,718.073211111111
1101055020003,322.397872222222
1101055020004,1722.36013888889
1101055020005,48.3797444444445
1101055020006,383.109444444445
1101055020007,853.150094444444
1101055020008,436.755372222222
1101055020009,918.381111111111
1101055020010,531.538288888889
1101055020011,26.8868777777778
1101055030001,376.74565
1101055030002,725.514872222222
1101055030003,848.961711111111
1101056010001,572.894877777778
1101056010002,208.908772222222
1101056010003,755.037655555556
1101056010004,117.148416666667
1101056010005,349.241222222222
1101056010006,118.223888888889
1101056020001,420.744577777778
1101056020002,1158.6982
1101056020003,363.653238888889
1101056020004,279.810533333333
1101056020005,432.116361111111
1101056020006,394.353172222222
1101056020007,333.974833333333
1101056020008,54.0483333333333
1101056020009,386.41205
1101056020010,1563.91387222222
1101056020011,823.351555555555
1101056020012,77.3598444444445
1101056020013,1536.06820555556
1101056020014,269.540372222222
1101056020015,129.726105555556
1101056020016,161.981038888889
1101056020017,741.802277777778
1101056020018,485.622305555556
1101056020019,213.658616666667
1101056020020,294.388744444444
1101056020021,1109.03203333333
1101056020022,492.679166666667
1101056020023,102.922122222222
1101056030001,3758.74027222222
1101056030002,48.6726666666667
1101056030003,41.7178388888889
1101056030004,354.720655555556
1101056030101,67.06915
1101056030401,15.7897666666667
1101056030601,34.3965277777778
1101056030701,53.0073333333333
1101057010001,3038.30770555556
1101057010002,310.94825
1101057010101,95.1755555555556
1101057010102,137.813394444444
1101057010103,179.524766666667
1101057010104,133.453027777778
1101057010105,184.962361111111
1101057010106,243.942972222222
1101057010107,278.910788888889
1101057010108,129.056616666667
1101057010301,143.512833333333
1101057010302,288.293405555556
1101057010303,183.678922222222
1101057010304,311.460116666667
1101057010305,157.556972222222
1101057010401,251.982622222222
1101058010001,994.179944444445
1101058010002,148.388855555556
1101058010003,194.166561111111
1101058010004,225.123122222222
1101058010005,93.8867555555556
1101058010006,408.549372222222
1101058010007,486.499088888889
1101058010008,184.919572222222
1101058020001,1348.50698333333
1101058030001,1944.80639444444
1101060010001,525.259994444444
1101060010002,2568.97937222222
1101060010003,1372.41146111111
1101060010004,2045.28051111111
1101060010005,219.238683333333
1101060010006,216.482555555556
1101060010007,132.977861111111
1101060020001,3427.23067222222
1101061010001,2707.09871111111
1101061020001,13782.2491277778
1101061020002,3065.91339444445
1101061020301,203.191538888889
1101061030001,24082.73305
1101061030002,8239.4759
1101061030003,2215.85929444444
1101061030004,8834.01818888889
1101061030005,3214.42586666667
1101061030006,2995.63817777778
1101061030007,1675.23271666667
1101061030201,220.699366666667
1101061030601,878.741661111111
1101061040001,22015.9352222222
1101061050001,9354.17307222222
1101063010001,143.810594444444
1101063010002,494.874016666667
1101063010003,996.929116666667
1101063010004,153.440972222222
1101063010005,416.549138888889
1101063010006,249.346261111111
1101063020001,6980.34662777778
1101063030001,856.991461111111
1101063030002,5163.94147222222
1101063030003,2911.34598888889
1101063040001,11221.2522388889
1101064010001,539.867738888889
1101064010002,65.5526666666667
1101064010003,304.945394444444
1101064010004,1478.87333333333
1101064010005,1497.22738888889
1101064010006,1005.57779444444
1101064010007,101.315416666667
1101064010008,297.17275
1101064010009,400.212327777778
1101064010010,298.939416666667
1101064010011,3298.84301666667
1101064010012,183.580566666667
1101064020001,680.155622222222
1101064020002,8557.48221666667
1101064020003,640.036322222222
1101064020004,15846.0131722222
1101064020005,1386.10677777778
1101067010001,225.480705555556
1101067010002,943.590638888889
1101067010003,1171.28167777778
1101067010004,744.741422222222
1101067010005,490.575366666667
1101067010101,131.391127777778
1101067010102,373.361722222222
1101067020001,2431.01623333333
1101067020002,2229.0551
1101067020003,2486.81685
1101068010001,199.66435
1101068010002,449.999822222222
1101068010003,941.451277777778
1101068010004,503.489105555556
1101068010005,136.426205555556
1101068010006,192.751566666667
1101068010007,960.5333
1101068010008,345.431538888889
1101068010009,436.571794444444
1101068010010,278.052994444445
1101068010011,1777.48247777778
1101068010012,147.150605555556
1101068010013,369.582077777778
1101068010014,471.562033333333
1101068010015,352.662622222222
1101068010016,212.51335
1101068010017,217.135783333333
1101068010018,239.454211111111
1101068010019,394.118911111111
1101068010601,98.7542333333333
1101069010001,97.2930055555556
1101069010002,144.108305555556
1101069010003,1631.45837777778
1101069010004,314.746161111111
1101069010101,132.948622222222
1101069010102,112.97885
1101069010103,113.400977777778
1101069010104,82.8699277777778
1101069010105,146.266577777778
1101069010106,95.0998555555556
1101069010301,250.800166666667
1101069010401,163.316705555556
1101069010402,183.535305555556
1101069010403,480.639927777778
1101070010001,363.14105
1101070010002,449.976855555556
1101070010003,442.058377777778
1101070010004,1470.12741111111
1101070010005,428.340216666667
1101070010006,931.709866666667
1101070010007,608.871227777778
1101070010008,1369.24125555556
1101070010101,246.807394444444
1101070010102,1074.90582777778
1101070010201,204.248233333333
1101070010202,242.269805555556
1101071010001,240.610638888889
1101071010002,204.422527777778
1101071010003,817.671294444445
1101071010004,254.340927777778
1101071010005,2462.91215555556
1101071010006,485.625166666667
1101071010007,537.446522222222
1101071010008,271.868894444445
1101071010009,166.387794444444
1101071010010,237.078972222222
1101071010401,111.510883333333
1101071010402,173.075188888889
1101071020001,2232.01506666667
1101071020002,2297.59313333333
1101071020003,200.7631
1101071020004,667.350083333333
1101071020005,3551.66523333333
1101071020006,460.7252
1101072010001,458.637422222222
1101072010002,1055.30973888889
1101072010003,599.914505555556
1101072010004,283.684288888889
1101072010005,486.468155555556
1101072010006,95.9173555555556
1101072010007,253.109472222222
1101072010008,896.996288888889
1101072010009,1462.00414444444
1101072010010,1264.54886111111
1101072010011,185.776194444444
1101072010012,258.596627777778
1101072010013,400.864916666667
1101072010014,813.630377777778
1101072010015,1121.93328888889
1101072010016,183.435188888889
1101072010017,330.845605555556
1101072010018,227.474161111111
1101072010019,235.805805555556
1101072010020,287.378183333333
1101072010101,66.5903277777778
1101072020001,842.976361111111
1101072020002,3594.30391111111
1101072020003,2085.04682222222
1101072020004,140.867727777778
1101072020005,1540.24983333333
1101073010001,1701.94531666667
1101073010002,862.240822222222
1101073010003,861.431588888889
1101073010004,792.207433333333
1101073010005,134.6026
1101073010006,277.003038888889
1101073010007,526.063366666667
1101073010008,540.472494444445
1101073010009,889.618805555556
1101073010010,320.093977777778
1101073010011,470.860611111111
1101073010012,387.59005
1101073010013,422.001366666667
1101073010014,188.724394444444
1101073010015,179.894816666667
1101073010016,889.527766666667
1101073010101,169.96035
1101073010102,147.88085
1101073010103,143.651038888889
1101073020001,886.305672222222
1101073020002,332.397616666667
1101073020003,354.377183333333
1101073020004,1206.24841111111
1101073020005,299.932233333333
1101073020006,179.839711111111
1101073020007,3312.35987222222
1101073020008,502.691033333333
1101073020009,253.890727777778
1101073020010,647.220233333333
1101073020011,244.678483333333
1101073020012,198.157
1101073020013,977.810005555556
1101073020014,850.365961111111
1101073020015,150.087794444444
1101073020016,1321.32033333333
1101073020017,480.274861111111
1101073030001,1810.91061111111
1101073040001,1972.23374444444
1101073040002,3516.60101666667
1102052010001,322.637877777778
1102052010002,25370.22225
1102052010301,562.590888888889
1102052020001,16133.0255222222
1102052030001,15535.5781944444
1102054010001,16013.2528166667
